Total Objects,Sample Time,Time (ms)
479,1701639008469,5
480,1701639008530,2
481,1701639008582,3
482,1701639008643,3
483,1701639008706,3
484,1701639008762,4
485,1701639008820,4
486,1701639008886,3
487,1701639008946,3
488,1701639009000,4
489,1701639009070,2
490,1701639009146,3
491,1701639009202,3
492,1701639009259,5
493,1701639009325,4
494,1701639009389,4
495,1701639009450,3
496,1701639009512,4
497,1701639009573,3
498,1701639009626,5
499,1701639009688,5
500,1701639009755,3
501,1701639009810,2
502,1701639009861,4
503,1701639009927,4
504,1701639009994,3
505,1701639010051,3
506,1701639010106,4
507,1701639010169,2
508,1701639010225,4
509,1701639010279,4
510,1701639010342,4
511,1701639010406,3
512,1701639010459,3
513,1701639010521,5
514,1701639010590,4
515,1701639010656,2
516,1701639010714,2
517,1701639010772,4
518,1701639010834,3
519,1701639010900,4
520,1701639010961,4
521,1701639011025,4
522,1701639011082,4
523,1701639011140,2
524,1701639011201,3
525,1701639011260,3
526,1701639011315,4
527,1701639011377,3
528,1701639011440,2
529,1701639011495,3
530,1701639011548,5
531,1701639011611,3
532,1701639011672,4
533,1701639011731,5
534,1701639011798,5
535,1701639011873,3
536,1701639011929,3
537,1701639011984,4
538,1701639012047,4
539,1701639012110,4
540,1701639012166,4
541,1701639012228,5
542,1701639012293,3
543,1701639012348,4
544,1701639012407,5
545,1701639012485,6
546,1701639012565,5
547,1701639012644,4
548,1701639012710,3
549,1701639012765,4
550,1701639012824,3
551,1701639012886,4
552,1701639012948,3
553,1701639013001,3
554,1701639013063,2
555,1701639013124,4
556,1701639013183,4
557,1701639013247,5
558,1701639013313,4
559,1701639013374,4
560,1701639013433,3
561,1701639013495,3
562,1701639013554,2
563,1701639013606,4
564,1701639013666,2
565,1701639013728,3
566,1701639013785,2
567,1701639013837,3
568,1701639013901,3
569,1701639013977,5
570,1701639014041,4
571,1701639014104,4
572,1701639014169,4
573,1701639014225,3
574,1701639014281,4
575,1701639014344,4
576,1701639014404,4
577,1701639014461,5
578,1701639014525,3
579,1701639014586,4
580,1701639014641,3
581,1701639014694,5
582,1701639014758,4
583,1701639014819,3
584,1701639014872,4
585,1701639014934,3
586,1701639014996,2
587,1701639015054,3
588,1701639015109,4
589,1701639015172,3
590,1701639015233,3
591,1701639015286,2
592,1701639015341,4
593,1701639015412,4
594,1701639015472,2
595,1701639015526,3
596,1701639015585,4
597,1701639015649,2
598,1701639015703,5
599,1701639015770,2
600,1701639015833,5
601,1701639015895,2
602,1701639015947,4
603,1701639016012,3
604,1701639016072,3
605,1701639016125,3
606,1701639016191,3
607,1701639016253,3
608,1701639016307,2
609,1701639016359,3
610,1701639016422,3
611,1701639016483,3
612,1701639016540,5
613,1701639016603,2
614,1701639016663,3
615,1701639016719,3
616,1701639016774,3
617,1701639016836,4
618,1701639016895,4
619,1701639016951,4
620,1701639017014,5
621,1701639017079,2
622,1701639017132,4
623,1701639017188,3
624,1701639017247,5
625,1701639017311,3
626,1701639017365,3
627,1701639017419,5
628,1701639017486,3
629,1701639017547,3
630,1701639017602,4
631,1701639017667,4
632,1701639017729,4
633,1701639017785,4
634,1701639017839,4
635,1701639017903,4
636,1701639017965,2
637,1701639018016,5
638,1701639018097,3
639,1701639018175,4
640,1701639018238,3
641,1701639018311,3
642,1701639018390,4
643,1701639018446,3
644,1701639018503,3
645,1701639018567,4
646,1701639018628,3
647,1701639018683,4
648,1701639018746,4
649,1701639018810,3
650,1701639018863,5
651,1701639018923,5
652,1701639018987,4
653,1701639019052,4
654,1701639019109,4
655,1701639019167,3
656,1701639019228,4
657,1701639019289,3
658,1701639019345,4
659,1701639019410,4
660,1701639019472,3
661,1701639019527,4
662,1701639019585,4
663,1701639019649,2
664,1701639019707,3
665,1701639019767,4
666,1701639019827,5
667,1701639019892,4
668,1701639019949,4
669,1701639020007,5
670,1701639020075,5
671,1701639020135,4
672,1701639020191,5
673,1701639020259,4
674,1701639020321,3
675,1701639020374,4
676,1701639020435,5
677,1701639020501,3
678,1701639020557,5
679,1701639020618,4
680,1701639020683,4
681,1701639020743,3
682,1701639020797,4
683,1701639020860,5
684,1701639020924,4
685,1701639020978,3
686,1701639021034,3
687,1701639021098,5
688,1701639021160,6
689,1701639021219,3
690,1701639021277,4
691,1701639021340,4
692,1701639021396,2
693,1701639021448,3
694,1701639021512,4
695,1701639021573,3
696,1701639021627,4
697,1701639021688,3
698,1701639021749,3
699,1701639021804,2
700,1701639021855,4
701,1701639021915,3
702,1701639021975,2
703,1701639022029,5
704,1701639022088,3
705,1701639022160,5
706,1701639022221,2
707,1701639022273,5
708,1701639022335,4
709,1701639022398,2
710,1701639022451,3
711,1701639022509,5
712,1701639022575,4
713,1701639022643,2
714,1701639022697,4
715,1701639022755,5
716,1701639022820,2
717,1701639022875,3
718,1701639022930,5
719,1701639022996,2
720,1701639023052,2
721,1701639023103,4
722,1701639023161,5
723,1701639023226,5
724,1701639023284,3
725,1701639023337,4
726,1701639023398,4
727,1701639023463,3
728,1701639023516,2
729,1701639023568,2
730,1701639023633,4
731,1701639023701,3
732,1701639023756,3
733,1701639023814,3
734,1701639023873,2
735,1701639023927,3
736,1701639023980,3
737,1701639024041,4
738,1701639024102,3
739,1701639024155,4
740,1701639024216,3
741,1701639024286,3
742,1701639024346,6
743,1701639024422,6
744,1701639024504,3
745,1701639024560,2
746,1701639024611,3
747,1701639024672,4
748,1701639024738,4
749,1701639024794,4
750,1701639024850,5
751,1701639024916,5
752,1701639024976,4
753,1701639025032,4
754,1701639025095,5
755,1701639025159,4
756,1701639025218,4
757,1701639025274,5
758,1701639025373,3
759,1701639025437,5
760,1701639025503,5
761,1701639025575,3
762,1701639025629,4
763,1701639025686,3
764,1701639025749,3
765,1701639025811,4
766,1701639025865,3
767,1701639025924,3
768,1701639025986,4
769,1701639026046,3
770,1701639026101,5
771,1701639026164,4
772,1701639026226,2
773,1701639026277,3
774,1701639026330,3
775,1701639026393,5
776,1701639026455,1
777,1701639026506,4
778,1701639026573,4
779,1701639026635,2
780,1701639026688,3
781,1701639026745,3
782,1701639026810,3
783,1701639026870,2
784,1701639026922,2
785,1701639026973,4
786,1701639027035,4
787,1701639027095,3
788,1701639027148,5
789,1701639027208,3
790,1701639027271,4
791,1701639027330,5
792,1701639027385,5
793,1701639027449,4
794,1701639027510,3
795,1701639027563,3
796,1701639027617,5
797,1701639027682,4
798,1701639027744,3
799,1701639027798,3
800,1701639027854,5
801,1701639027924,4
802,1701639027984,4
803,1701639028040,3
804,1701639028103,3
805,1701639028164,3
806,1701639028215,4
807,1701639028275,4
808,1701639028340,3
809,1701639028394,3
810,1701639028454,4
811,1701639028519,2
812,1701639028579,4
813,1701639028633,4
814,1701639028693,3
815,1701639028755,3
816,1701639028814,3
817,1701639028871,5
818,1701639028954,5
819,1701639029041,2
820,1701639029116,3
821,1701639029174,4
822,1701639029237,4
823,1701639029294,4
824,1701639029349,3
825,1701639029412,4
826,1701639029472,2
827,1701639029527,3
828,1701639029583,4
829,1701639029647,3
830,1701639029702,2
831,1701639029752,5
832,1701639029815,4
833,1701639029878,4
834,1701639029934,5
835,1701639029992,4
836,1701639030060,3
837,1701639030121,2
838,1701639030183,3
839,1701639030245,3
840,1701639030304,4
841,1701639030360,3
842,1701639030420,5
843,1701639030484,2
844,1701639030537,2
845,1701639030587,5
846,1701639030652,3
847,1701639030714,2
848,1701639030767,4
849,1701639030830,2
850,1701639030896,2
851,1701639030953,3
852,1701639031005,4
853,1701639031068,4
854,1701639031131,3
855,1701639031187,2
856,1701639031241,4
857,1701639031316,5
858,1701639031391,4
859,1701639031448,2
860,1701639031508,3
861,1701639031569,3
862,1701639031624,3
863,1701639031679,5
864,1701639031745,4
865,1701639031805,4
866,1701639031861,3
867,1701639031921,3
868,1701639031981,4
869,1701639032038,3
870,1701639032089,5
871,1701639032154,3
872,1701639032212,2
873,1701639032263,3
874,1701639032318,3
875,1701639032381,2
876,1701639032438,4
877,1701639032500,5
878,1701639032575,3
879,1701639032634,4
880,1701639032688,3
881,1701639032742,4
882,1701639032805,4
883,1701639032865,3
884,1701639032918,5
885,1701639032978,4
886,1701639033039,4
887,1701639033098,3
888,1701639033151,3
889,1701639033211,3
890,1701639033271,3
891,1701639033324,4
892,1701639033380,3
893,1701639033440,5
894,1701639033500,5
895,1701639033569,5
896,1701639033652,4
897,1701639033717,3
898,1701639033772,5
899,1701639033833,4
900,1701639033898,4
901,1701639033955,3
902,1701639034011,5
903,1701639034073,3
904,1701639034133,4
905,1701639034188,2
906,1701639034240,4
907,1701639034304,5
908,1701639034365,4
909,1701639034423,4
910,1701639034480,4
911,1701639034543,4
912,1701639034600,4
913,1701639034660,3
914,1701639034720,3
915,1701639034778,4
916,1701639034836,4
917,1701639034898,5
918,1701639034962,5
919,1701639035022,3
920,1701639035076,4
921,1701639035139,4
922,1701639035202,4
923,1701639035256,3
924,1701639035309,5
925,1701639035375,4
926,1701639035441,4
927,1701639035496,3
928,1701639035553,5
929,1701639035623,3
930,1701639035688,4
931,1701639035745,3
932,1701639035806,3
933,1701639035863,4
934,1701639035919,3
935,1701639035978,4
936,1701639036039,4
937,1701639036095,4
938,1701639036149,4
939,1701639036212,3
940,1701639036273,2
941,1701639036324,4
942,1701639036380,3
943,1701639036442,5
944,1701639036501,4
945,1701639036559,5
946,1701639036627,4
947,1701639036689,4
948,1701639036744,3
949,1701639036798,4
950,1701639036861,4
951,1701639036922,4
952,1701639036978,4
953,1701639037035,2
954,1701639037095,2
955,1701639037148,4
956,1701639037202,3
957,1701639037257,5
958,1701639037322,4
959,1701639037377,2
960,1701639037428,4
961,1701639037490,4
962,1701639037553,5
963,1701639037610,4
964,1701639037670,4
965,1701639037732,3
966,1701639037786,2
967,1701639037835,4
968,1701639037896,2
969,1701639037958,2
970,1701639038010,4
971,1701639038064,5
972,1701639038127,4
973,1701639038186,4
974,1701639038240,5
975,1701639038300,4
976,1701639038363,2
977,1701639038419,5
978,1701639038485,4
979,1701639038550,3
980,1701639038608,4
981,1701639038662,3
982,1701639038718,3
983,1701639038780,3
984,1701639038835,2
985,1701639038887,4
986,1701639038947,3
987,1701639039009,2
988,1701639039062,4
989,1701639039116,3
990,1701639039177,4
991,1701639039236,2
992,1701639039287,2
993,1701639039340,3
994,1701639039401,3
995,1701639039459,4
996,1701639039517,4
997,1701639039579,5
998,1701639039640,2
999,1701639039690,2
1000,1701639039740,4
1001,1701639039802,2
1002,1701639039860,2
1003,1701639039909,2
1004,1701639039961,2
1005,1701639040020,3
1006,1701639040076,2
1007,1701639040126,3
1008,1701639040179,2
1009,1701639040235,2
1010,1701639040288,3
1011,1701639040337,3
1012,1701639040388,2
1013,1701639040449,2
1014,1701639040505,3
1015,1701639040561,3
1016,1701639040617,2
1017,1701639040674,3
1018,1701639040725,2
1019,1701639040774,3
1020,1701639040831,3
1021,1701639040890,2
1022,1701639040941,2
1023,1701639040992,3
1024,1701639041049,3
1025,1701639041108,2
1026,1701639041158,2
1027,1701639041205,3
1028,1701639041262,3
1029,1701639041321,2
1030,1701639041372,4
1031,1701639041442,2
1032,1701639041518,3
1033,1701639041578,2
1034,1701639041628,2
1035,1701639041683,2
1036,1701639041741,2
1037,1701639041792,2
1038,1701639041840,2
1039,1701639041896,3
1040,1701639041956,1
1041,1701639042007,2
1042,1701639042057,3
1043,1701639042118,2
1044,1701639042175,2
1045,1701639042225,2
1046,1701639042273,2
1047,1701639042328,3
1048,1701639042387,3
1049,1701639042438,2
1050,1701639042487,3
1051,1701639042546,2
1052,1701639042602,3
1053,1701639042653,2
1054,1701639042701,3
1055,1701639042759,3
1056,1701639042816,2
1057,1701639042868,3
1058,1701639042919,3
1059,1701639042978,3
1060,1701639043037,2
1061,1701639043087,2
1062,1701639043136,3
1063,1701639043192,3
1064,1701639043250,3
1065,1701639043301,1
1066,1701639043349,3
1067,1701639043406,3
1068,1701639043469,2
1069,1701639043522,2
1070,1701639043574,2
1071,1701639043632,2
1072,1701639043687,1
1073,1701639043735,2
1074,1701639043784,2
1075,1701639043842,2
1076,1701639043898,2
1077,1701639043953,2
